facilityid,name,address,city,state,zip,telephone,type,status,population,county,countyfips,country,website,securelvl,capacity,geometry,cdcr_code,cdcr_firecamp,longitude,latitude,tract_geoid,average_2025_population,capacity_percent,capacity_percent_2025,year_opened,year_opened_notes,reentry_hub,planned_closure,california_model_facility,cdcr_air_cooling_pilot
10006698,Camp Wilmont Sweeney,2600 Fairmont Dr,San Leandro,CA,94578,(510) 670-7669,COUNTY,OPEN,,ALAMEDA,06001,USA,https://probation.acgov.org/juvenile-services/juvenile-facilities.page?,JUVENILE,50.0,"POLYGON ((-122.117105346834 37.7134887158316, -122.116486687011 37.7132210272287, -122.115243418349 37.7123644211811, -122.115225572202 37.7121026797949, -122.115380236709 37.7117933498832, -122.115927512844 37.7118111960299, -122.115945358991 37.7120550912695, -122.116135715791 37.7120848336482, -122.116516430289 37.7123227798725, -122.116772221761 37.7129711829738, -122.11726001134 37.7132388733754, -122.117105346834 37.7134887158316))",None,False,-122.11612045675584,37.71256207654158,06001430500,,,,,,,,,
10002324,Marsh Creek Detention Facility,12000 Marsh Creek Road,Clayton,CA,94517,(925) 646-5700,COUNTY,OPEN,70.0,CONTRA COSTA,06013,USA,https://www.cocosheriff.org/bureaus/custody-services/marsh-creek-detention-facility,NOT AVAILABLE,154.0,"POLYGON ((-121.864961446314 37.8944218847622, -121.865041792645 37.8942121781495, -121.864741981157 37.8940051650064, -121.864663458652 37.893962334794, -121.864884749432 37.8934912015578, -121.864508492873 37.8934156683984, -121.86444930669 37.8932841884146, -121.864542105933 37.8928844388658, -121.865127453969 37.8929058544217, -121.865113177231 37.8930628994333, -121.866048304885 37.8933627109204, -121.866083997179 37.893641107751, -121.866198211079 37.8937339069943, -121.866183934341 37.8938838131875, -121.865705663186 37.8941693479371, -121.865227391131 37.8946975881232, -121.865080286326 37.8950267750657, -121.865252602725 37.8952752937199, -121.865133763612 37.8956480717012, -121.86492282313 37.8958520433372, -121.864789128116 37.896102903826, -121.864548476731 37.8963795532738, -121.864248407138 37.8963467307171, -121.864010727113 37.8961521381107, -121.864007755753 37.8960818039321, -121.864147392588 37.8957863973244, -121.864314610731 37.8957106213481, -121.864483114904 37.8956551052989, -121.864408839896 37.8955636694279, -121.864376159432 37.8955074006461, -121.864358333071 37.895422999272, -121.864453404901 37.8954112757099, -121.86459803657 37.8950259189111, -121.86473267857 37.8949118929696, -121.864961446314 37.8944218847622))",None,False,-121.86505370001386,37.8944241433025,06013355112,,0.45454545454545453,,,,,,,
10006908,Santa Monica Jail,333 Olympic Drive,Santa Monica,CA,90401,(310) 458-8482,LOCAL,OPEN,,LOS ANGELES,06037,USA,https://santamonicapd.org/Content.aspx?id=51265,NOT AVAILABLE,,"POLYGON ((-118.490729625172 34.0119086071965, -118.491262623671 34.0123654636952, -118.490662999798 34.0124225706452, -118.490406017624 34.01220366127, -118.490729625172 34.0119086071965))",None,False,-118.49079223643082,34.01221467658367,06037701902,,,,,,,,,
10005286,Colusa County Jail,929 Bridge Street,Colusa,CA,95932,(530) 458-0205,COUNTY,OPEN,,COLUSA,06011,USA,https://countyofcolusa.org/158/Jail,NOT AVAILABLE,92.0,"POLYGON ((-122.00351730498 39.2057673828585, -122.003279373144 39.2057112696594, -122.003229717977 39.2058539560953, -122.003031096408 39.2058090664353, -122.003060061772 39.2057289062641, -122.002820060597 39.2056792061305, -122.002896612689 39.2054739952288, -122.002958682097 39.2054884239516, -122.00297523412 39.2054371212262, -122.003120061841 39.2054675821632, -122.003167647669 39.2053281027098, -122.003544201004 39.2054098672716, -122.003581442829 39.20531688007, -122.003686960285 39.2053361192665, -122.00351730498 39.2057673828585))",None,False,-122.00325941610808,39.205571786654794,06011000200,,,,,,,,,
10006500,Whittier Jail,13200 Penn St,Whittier,CA,90602,(562) 567-9220,LOCAL,OPEN,,LOS ANGELES,06037,USA,NOT AVAILABLE,NOT AVAILABLE,31.0,"POLYGON ((-118.034879191721 33.9752876783837, -118.034374745798 33.9752971959089, -118.034369986586 33.9746357058732, -118.034874433408 33.9746404650854, -118.034879191721 33.9752876783837))",None,False,-118.03462367231562,33.97496527739392,06037501804,,,,,,,,,
10005312,Fresno County Jail North Annex,1265 M Street,Fresno,CA,93721,(559) 600-8440,COUNTY,OPEN,,FRESNO,06019,USA,https://www.fresnosheriff.org/jail/general-information.html,NOT AVAILABLE,,"POLYGON ((-119.790433260886 36.738947185864, -119.790398209809 36.7389467415989, -119.790052312564 36.7386433022466, -119.790053323402 36.7386257906478, -119.790054445756 36.7386063410099, -119.790066495772 36.7385493320861, -119.790074515027 36.7385113950848, -119.790352696919 36.7383259395905, -119.79042358598 36.7383146279178, -119.790431824669 36.738313313109, -119.790475463372 36.7383063496584, -119.79079543676 36.7385923682432, -119.790778115817 36.7386404837713, -119.790747093703 36.7387266550112, -119.790433260886 36.738947185864))",None,False,-119.79041979901356,36.738616880263095,06019000100,,,,,,,,,
10006440,South Lake Juvenile Treatment Center,1041 Al Tahoe Boulevard,South Lake Tahoe,CA,96150,(530) 573-7980,COUNTY,OPEN,,EL DORADO,06017,USA,https://www.edcgov.us/Government/Probation/Institutional%20Services/Pages/juvenile_treatment_center__south_lake_tahoe.aspx,JUVENILE,40.0,"POLYGON ((-119.972412989768 38.9355711849623, -119.971932339006 38.9355807033868, -119.97191092435 38.9348740026332, -119.972546239617 38.9348621064012, -119.97254386091 38.9350905342009, -119.972439163636 38.9350929138069, -119.972412989768 38.9355711849623))",None,False,-119.97219591552353,38.935201491263825,06017030201,,,,,,,,,
10006486,Buena Park City Jail,6640 Beach Blvd,Buena Park,CA,90622,(714) 562-3939,LOCAL,OPEN,,ORANGE,06059,USA,http://www.bppd.com/services_hours/services/jail.php,NOT AVAILABLE,,"POLYGON ((-117.997458905004 33.8642921067953, -117.996480946239 33.8643028150229, -117.99647023891 33.8639566030149, -117.997462474414 33.863988725899, -117.997458905004 33.8642921067953))",None,False,-117.99695734946756,33.86413456620653,06059110500,,,,,,,,,
10005311,Fresno County Main Detention Facility,1225 M Street,Fresno,CA,93721,(559) 600-8440,COUNTY,OPEN,,FRESNO,06019,USA,https://www.fresnosheriff.org/jail/general-information.html,NOT AVAILABLE,,"POLYGON ((-119.790281238588 36.7382464718972, -119.790356210571 36.7383141683642, -119.790067529992 36.7385131613533, -119.790020920829 36.738469021728, -119.789957523121 36.738513512089, -119.789912679327 36.7384700694382, -119.789874989639 36.7384771695857, -119.789859579756 36.738480074396, -119.78957025886 36.7382048126021, -119.78958879029 36.738067512206, -119.789942681609 36.7378374206605, -119.790291571799 36.7381412710029, -119.790287627372 36.7381814320275, -119.790281238588 36.7382464718972))",None,False,-119.7899519676438,36.73819529451567,06019000100,,,,,,,,,
10002312,Glenn County Jail,141 South Lassen Street,Willows,CA,95988,(530) 934-6428,COUNTY,OPEN,,GLENN,06021,USA,https://www.countyofglenn.net/government/departments/sheriff/jail,NOT AVAILABLE,,"POLYGON ((-122.200838091105 39.5197828208206, -122.200867653619 39.5197857768921, -122.200858308764 39.5201115041427, -122.200496537585 39.5201141742298, -122.200489862817 39.5200741256205, -122.20040709731 39.5200714564326, -122.200397751555 39.5199900237206, -122.200112072914 39.5199900237206, -122.200107736383 39.5198503877852, -122.199825268321 39.5198508986002, -122.199820513606 39.5193375251068, -122.200840160445 39.5193375251068, -122.200838091105 39.5197828208206))",None,False,-122.2003805703925,39.519679878877575,06021010402,,,,,,,,,
10005313,Fresno County Jail South Annex,2280 Fresno Street,Fresno,CA,93721,(559) 600-8440,COUNTY,OPEN,,FRESNO,06019,USA,https://www.fresnosheriff.org/jail/general-information.html,NOT AVAILABLE,,"POLYGON ((-119.789073941909 36.7376519786559, -119.788790232783 36.7374771252691, -119.788777629684 36.7374001828722, -119.788771972049 36.7373656363151, -119.788677926345 36.7372793913309, -119.788563410273 36.7371743738983, -119.788631649031 36.7371157461948, -119.788756390395 36.7372257701532, -119.789235107614 36.7368986246718, -119.789763817246 36.7373418078782, -119.78969752642 36.7374271472451, -119.789611026028 36.737494424628, -119.789623880038 36.7375234142742, -119.789232260361 36.7377865127374, -119.789073941909 36.7376519786559))",None,False,-119.78920805046889,36.737340306481336,06019000100,,,,,,,,,
10005254,Humboldt County Correctional Facility,826 4Th Street,Eureka,CA,95501,(707) 441-5159,COUNTY,OPEN,,HUMBOLDT,06023,USA,https://humboldtgov.org/189/Custody-Services-Division,NOT AVAILABLE,417.0,"POLYGON ((-124.161183014784 40.8027799127629, -124.161831405295 40.8026921146494, -124.161946811696 40.8031668523684, -124.161304674171 40.8032568070561, -124.161183014784 40.8027799127629))",None,False,-124.16156606209246,40.80297362800573,06023000500,,,,,,,,,
10000880,Imperial County Jail,328 Applestill Road,El Centro,CA,92243,(442) 265-2269,COUNTY,OPEN,,IMPERIAL,06025,USA,https://icso.imperialcounty.org/jail/#info,MAXIMUM,876.0,"POLYGON ((-115.564440821587 32.7471953017218, -115.564487543166 32.7472658814153, -115.564476352002 32.748052099325, -115.563843573722 32.748052099325, -115.563827987572 32.7480725813846, -115.563751931007 32.7481165600313, -115.563751931007 32.7487562442054, -115.563086427297 32.748756910603, -115.563087616201 32.7477564022362, -115.563217150951 32.7475814867962, -115.56335262932 32.7475135196333, -115.563404917703 32.7475135196333, -115.563333614055 32.7474035730165, -115.563333614055 32.7470737313677, -115.562917674911 32.7470737313677, -115.562910544186 32.7461721574191, -115.564070421413 32.7461741557128, -115.564469723099 32.7465733018165, -115.564455463449 32.7471950058449, -115.564440821587 32.7471953017218))",None,False,-115.56369468007372,32.74730136464732,06025011303,,,,,,,,,
10006496,Redondo Beach Jail,401 Diamond Street,Redondo Beach,CA,90277,(310) 318-0616,LOCAL,OPEN,,LOS ANGELES,06037,USA,https://www.redondo.org/depts/police/police_services/jail/default.asp,NOT AVAILABLE,,"POLYGON ((-118.388641765605 33.8451557648267, -118.388484722392 33.8452592722976, -118.387963620125 33.844663216934, -118.388156355631 33.844524018069, -118.388391923149 33.8447060471464, -118.388491860311 33.8448238295562, -118.388641765605 33.8451557648267))",None,False,-118.38832350793837,33.84487497243068,06037621204,,,,,,,,,
10002356,Century Regional Detention Center,11705 South Alameda Street,Lynwood,CA,90262,(213) 473-6100,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://lasd.org/custody/#crdf,NOT AVAILABLE,,"POLYGON ((-118.228991480073 33.9284241378637, -118.226386360842 33.9290911488375, -118.226166121369 33.9274550841848, -118.227890281811 33.9272788917075, -118.22804759572 33.9274424981728, -118.228746071274 33.927392157722, -118.228853043833 33.9274865460673, -118.228991480073 33.9284241378637))",None,False,-118.22748820851369,33.92808328856635,06037540501,,,,,,,,,
10005336,Kern County Lerdo Pre-Trial Facility,17695 Industrial Farm Road,Bakersfield,CA,93308,(661) 391-7900,COUNTY,OPEN,,KERN,06029,USA,https://www.kernsheriff.org/Pre_Trial_Facility,NOT AVAILABLE,1232.0,"POLYGON ((-119.108753695227 35.5083762272811, -119.109202910186 35.5083762272811, -119.109698471707 35.5087883362128, -119.110126295392 35.5084400746498, -119.110650378912 35.5088724983672, -119.111267158253 35.5083820324049, -119.111673589764 35.5087099773836, -119.112104979261 35.5083646188322, -119.112539932772 35.5087186837203, -119.112536367859 35.5099985287092, -119.111010463862 35.50996080125, -119.110625422725 35.5096502743407, -119.110493510167 35.5096038396455, -119.110397250333 35.5097953799529, -119.110489945255 35.5098127926263, -119.11048281543 35.5098505209848, -119.110450727619 35.5098824442195, -119.11040794597 35.5098940526685, -119.108753695227 35.5098940526685, -119.108753695227 35.5083762272811))",None,False,-119.11066155139858,35.509232224714665,06029003900,,,,,,,,,
10005334,Larry J Rhoades Kern Crossroads Facility,17824 Quality Road,Bakersfield,CA,93308,(661) 391-2200,COUNTY,OPEN,,KERN,06029,USA,https://www.kernprobation.com/youth-facilities/crossroads/,JUVENILE,120.0,"POLYGON ((-119.115594434236 35.5044904896444, -119.115573696769 35.5050936856251, -119.11569491279 35.5050965877374, -119.115691347877 35.5052039730849, -119.115732942421 35.5052088096389, -119.115757897709 35.5052165501037, -119.115782854795 35.505239767901, -119.115794152078 35.5052617122583, -119.115799492253 35.5052823346121, -119.115800681157 35.5053123252037, -119.115736507334 35.5053123252037, -119.115730564614 35.5055841731711, -119.115573696769 35.5055812701595, -119.115568942952 35.5056605993572, -119.115709174239 35.5057912016027, -119.115851782434 35.5057931360444, -119.11584043299 35.5060047123476, -119.115879649726 35.5060319932819, -119.116054343933 35.5060354763562, -119.116052917608 35.506101066611, -119.115859684777 35.5062595298535, -119.11561903519 35.5062595271555, -119.115619390423 35.5062850697003, -119.115524556013 35.5063622702027, -119.114441686834 35.5063305394229, -119.114338297175 35.5062444392295, -119.114394151369 35.5047855581071, -119.114441686834 35.5047004237856, -119.114825539967 35.5043966480869, -119.114887336881 35.5043792336148, -119.115594434236 35.5043908429631, -119.115594434236 35.5044904896444))",None,False,-119.11506321759107,35.50544049501467,06029003900,,,,,,,,,
10002343,Kern County Central Receiving Facility,1415 Truxtun Avenue,Bakersfield,CA,93301,(661) 868-6850,COUNTY,OPEN,,KERN,06029,USA,https://www.kernsheriff.org/Central_Receiving,NOT AVAILABLE,,"POLYGON ((-119.017508371614 35.3731067989397, -119.016743029667 35.3731016961864, -119.016737927813 35.3728159689818, -119.017472655938 35.3728261726898, -119.017477757792 35.3727241284158, -119.017947167028 35.3727190256625, -119.017962474389 35.3726271850966, -119.018084928776 35.3726220823433, -119.018084928776 35.3723363551387, -119.017008347657 35.3723159459242, -119.017023655018 35.3720047067518, -119.01857984998 35.3719996048979, -119.018595156441 35.3721832860299, -119.018442088232 35.3721883887832, -119.018447190086 35.3729639353374, -119.0174879624 35.3729537298308, -119.017508371614 35.3731067989397))",None,False,-119.01775467607553,35.372514913991346,06029001600,,,,,,,,,
10000889,Inmate Reception Center,450 Bauchet Street,Los Angeles,CA,90012,(213) 473-6100,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://locator.lacounty.gov/lac/Location/3069210/los-angeles-county-sheriff---inmate-reception-center,NOT AVAILABLE,,"POLYGON ((-118.230589657187 34.0583681812466, -118.231434651188 34.0586736503687, -118.231178957743 34.0591241261776, -118.230803515969 34.0589941984236, -118.230660943748 34.0592894881194, -118.230209463396 34.0591280634094, -118.230589657187 34.0583681812466))",None,False,-118.23079217976539,34.05882860956883,06037206020,,,,,,,,,
10005280,Lake County Hill Road Jail,4913 Helbush Drive,Lakeport,CA,95453,(707) 262-4240,COUNTY,OPEN,,LAKE,06033,USA,https://www.lakesheriff.com/566/Jail,NOT AVAILABLE,297.0,"POLYGON ((-122.913108561111 39.1036695129377, -122.913214156808 39.1036640495563, -122.913400710374 39.1036258085843, -122.913685819745 39.1037432609428, -122.91382309496 39.1037678439109, -122.91390405193 39.1038006224009, -122.914044847092 39.1039044158562, -122.913999087788 39.1040573761471, -122.913819575013 39.1040928849787, -122.913421829154 39.1041775588473, -122.913347912076 39.1044425063167, -122.913597822881 39.1044862088715, -122.913580223149 39.1045408372898, -122.91382309496 39.1045763452222, -122.913780855602 39.1047320349555, -122.913647101233 39.1047948579963, -122.912767132597 39.1046446307452, -122.9128656893 39.1043195932747, -122.912946646271 39.1043305182389, -122.913041683027 39.1040245985564, -122.912869209247 39.1040000155883, -122.912798812115 39.1039153417197, -122.912844569621 39.1037268725971, -122.913108561111 39.1036695129377))",None,False,-122.91333000554671,39.104174901130456,06033000300,,,,,,,,,
10006704,Mariposa County Juvenile Detention Facility,5091 Bullion Street,Mariposa,CA,95338,(209) 742-1288,COUNTY,OPEN,,MARIPOSA,06043,USA,http://www.mariposacounty.org/2265/Juvenile-Hall,JUVENILE,,"POLYGON ((-119.96776216739 37.4886956817604, -119.967908503275 37.4886171601539, -119.967894227437 37.4885778993506, -119.968019147765 37.488513652683, -119.968040564221 37.4885422070573, -119.968229731217 37.4884529772232, -119.96832609897 37.4885707596329, -119.968133362565 37.4886599903663, -119.968122655236 37.4886350063006, -119.967851396325 37.4888063271503, -119.96776216739 37.4886956817604))",None,False,-119.96803812171765,37.488618729358855,06043000101,,,,,,,,,
10006909,Huntington Park Jail,6542 Miles Ave,Huntington Park,CA,90255,(323) 584-6254,LOCAL,OPEN,,LOS ANGELES,06037,USA,http://hppolice.org/divisions/patrol/jail/,NOT AVAILABLE,22.0,"POLYGON ((-118.218863909642 33.9797727682987, -118.218407054042 33.9797822858239, -118.218407054042 33.9795443387004, -118.218863909642 33.9795538571249, -118.218863909642 33.9797727682987))",None,False,-118.21863230920245,33.9796633125608,06037533108,,,,,,,,,
10000912,Barry J Nidorf Juvenile Hall,16350 Filbert Street,Sylmar,CA,91342,(818) 364-2011,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://probation.lacounty.gov/sytf/,JUVENILE,,"POLYGON ((-118.484706014671 34.3172573550429, -118.482477768035 34.3168833908559, -118.481096848241 34.3151784444297, -118.481244210252 34.3144952780347, -118.485208707816 34.3151725547696, -118.484706014671 34.3172573550429))",None,False,-118.48324565628823,34.315820791234124,06037106510,,,,,,,,,
10005262,Lassen County Juvenile Detention Facility,477-060 Sheriff Cady Lane,Susanville,CA,96130,(530) 251-8324,COUNTY,OPEN,,LASSEN,06035,USA,https://www.lassencounty.org/dept/juvenile-detention-facility/probation-home/juvenile-detention-facility,JUVENILE,,"POLYGON ((-120.648739333753 40.4248429327552, -120.648528944555 40.4248991286919, -120.64831486364 40.4248766510366, -120.648089711171 40.4247305390832, -120.647942068572 40.4247417788101, -120.647956832742 40.4241629499602, -120.648772552911 40.4241685698237, -120.648739333753 40.4248429327552))",None,False,-120.64836918474327,40.424500288143484,06035040303,,,,,,,,,
10000888,Men'S Central Jail,441 Bachet Street,Los Angeles,CA,90012,(213) 974-4921,COUNTY,OPEN,,LOS ANGELES,06037,USA,http://shq.lasdnews.net/pages/PageDetail.aspx?id=1716,MAXIMUM,5640.0,"POLYGON ((-118.231534406688 34.0603319903291, -118.231525467426 34.0603513590281, -118.231763564737 34.0604307241986, -118.231795041908 34.0603556631834, -118.231976641109 34.0604234603745, -118.232235724099 34.0599682514337, -118.232528704336 34.0600917382432, -118.232148556411 34.0608496140185, -118.232088023044 34.0608471930436, -118.231979062983 34.0611038541596, -118.231159163664 34.0608061380929, -118.230923124003 34.0612233021138, -118.230775762891 34.0611701377917, -118.230637909412 34.0614280813409, -118.229696696945 34.0610775930566, -118.23017918682 34.0602053064298, -118.230473909943 34.059648061309, -118.231474540617 34.0600339972712, -118.231942769943 34.0591912353872, -118.232382478169 34.059344823405, -118.231850075021 34.0603096655587, -118.231534406688 34.0603319903291))",None,False,-118.23112916876897,34.060423389772325,06037206020,,,,,,,,,
10000803,Madera County Juvenile Detention Facility,1655 E Olive Ave,Madera,CA,93638,(559) 675-7899,COUNTY,OPEN,,MADERA,06039,USA,https://www.maderacounty.com/government/probation/juvenile-detention-facility,JUVENILE,,"POLYGON ((-120.034930944607 36.9528294883903, -120.034989502164 36.9528293184184, -120.034983553148 36.9526716789549, -120.036467742093 36.9526687048969, -120.036467742093 36.9533974147589, -120.035194730153 36.9534003888169, -120.035200731329 36.9533655949463, -120.035164986875 36.9533646974229, -120.035159037859 36.9533498253342, -120.034930014708 36.9533349541448, -120.034930944607 36.9528294883903))",None,False,-120.03571367061355,36.95303248598929,06039000517,,,,,,,,,
10001524,Marin County Jail,13 Peter Behr Drive,San Rafael,CA,94903,(415) 499-6655,COUNTY,OPEN,,MARIN,06041,USA,https://www.marinsheriff.org/about-us/detention-bureau#section-custody-division,NOT AVAILABLE,,"POLYGON ((-122.532705661637 37.9998548050552, -122.53223536477 37.9998548050552, -122.531998173976 37.9995356176747, -122.532232038178 37.9992067284078, -122.532700246819 37.9992044783041, -122.532767338042 37.9991876052239, -122.532853469712 37.9991851914435, -122.532928642243 37.9992044783041, -122.532987841016 37.9992322205906, -122.533021427996 37.9992663462649, -122.533049976975 37.9993135912493, -122.533054260446 37.9993619603862, -122.533049976975 37.9994024559586, -122.533028565016 37.9994497000437, -122.532994306242 37.999484571256, -122.532925134887 37.9995412726117, -122.532705661637 37.9998548050552))",None,False,-122.53252445910216,37.999504270594485,06041106002,,,,,,,,,
10000807,Merced County Jail,700 West 22Nd Street,Merced,CA,95340,(209) 385-7410,COUNTY,OPEN,,MERCED,06047,USA,https://www.countyofmerced.com/381/Jail-Information,NOT AVAILABLE,,"POLYGON ((-120.484043623115 37.3074248884479, -120.483982461122 37.3075419900708, -120.483969763594 37.3075435782736, -120.483733271573 37.3074721541167, -120.483703114607 37.3074642175996, -120.483657881406 37.3074531082744, -120.483622169328 37.3074459649593, -120.483584075844 37.3074348547348, -120.48349598725 37.3073991426564, -120.483503141357 37.3073629278569, -120.483320419802 37.307298060657, -120.483538910992 37.3069166320969, -120.483468210789 37.3068809254144, -120.483529317924 37.3067452213149, -120.484275298366 37.3070309152446, -120.484235024027 37.3071200056838, -120.484330056287 37.3071578896249, -120.484148323087 37.307465804903, -120.484043623115 37.3074248884479))",None,False,-120.48382018893973,37.30716956554306,06047001301,,,,,,,,,
10005306,Mariposa County Adult Detention Facility,5379 State Highway 49 North,Mariposa,CA,95338,(209) 966-3616,COUNTY,OPEN,,MARIPOSA,06043,USA,https://www.mariposacounty.org/603/Adult-Detention-Facility,NOT AVAILABLE,,"POLYGON ((-119.987777984267 37.5002133468685, -119.98762418311 37.5001752174124, -119.987399249176 37.4999510083324, -119.987578715186 37.4998465475801, -119.987517127813 37.499759657782, -119.987612306663 37.4997120692566, -119.987671793219 37.4997834520447, -119.987781828868 37.499728322704, -119.98797407964 37.4999464316825, -119.987808611578 37.5000630386783, -119.987879876555 37.5001523377602, -119.987777984267 37.5002133468685))",None,False,-119.98769499690601,37.49996234905585,06043000101,,,,,,,,,
10005250,Modoc County Jail,102 South Court Street,Alturas,CA,96101,(530) 233-4416,COUNTY,OPEN,,MODOC,06049,USA,https://www.modocsheriff.us/home/pages/corrections,NOT AVAILABLE,48.0,"POLYGON ((-120.540984052772 41.4840147196037, -120.540322878398 41.4840181828929, -120.540322878398 41.4839235076638, -120.540473915039 41.4839235076638, -120.540470833062 41.483697210358, -120.540577176096 41.483697210358, -120.540577176096 41.4835482691374, -120.540979430256 41.4835448049488, -120.540984052772 41.4840147196037))",None,False,-120.54072090870048,41.483803440499145,06049000100,,,,,,,,,
10005295,Mono County Jail,25 Emigrant Street,Bridgeport,CA,93517,(760) 932-7549,COUNTY,OPEN,,MONO,06051,USA,https://www.monosheriff.org/sheriff/page/jail,NOT AVAILABLE,,"POLYGON ((-119.228358019907 38.2568990637408, -119.228449142814 38.2568862304153, -119.228484958314 38.2571303091165, -119.228322608202 38.2571564937772, -119.228345691101 38.2573353833213, -119.228309816245 38.257337904121, -119.228104899422 38.2573523040656, -119.228101753593 38.2573208493778, -119.228094982597 38.2572531394209, -119.227971896885 38.2572601721193, -119.227936337692 38.2571043915545, -119.227883903619 38.2571043915545, -119.227844238121 38.2568734798273, -119.227882739896 38.2568695812662, -119.227956151555 38.2568621465709, -119.227929902143 38.2567545220036, -119.227927820213 38.2567459820415, -119.228307478907 38.2566893166587, -119.228311128356 38.2567044621413, -119.22832855362 38.2567767784257, -119.228358019907 38.2568990637408))",None,False,-119.2281627852132,38.25701172449448,06051000102,,,,,,,,,
10005284,Wayne Brown Correctional Facility,925 Maidu Avenue,Nevada City,CA,95959,(530) 265-1291,COUNTY,OPEN,,NEVADA,06057,USA,https://www.nevadacountyca.gov/264/Corrections-Division,NOT AVAILABLE,,"POLYGON ((-121.028346775683 39.2682802781124, -121.028599299918 39.2688764350995, -121.027785610418 39.2690815902433, -121.027639083877 39.2687147253044, -121.02709662361 39.2688498862133, -121.026996861816 39.2685940461784, -121.028346775683 39.2682802781124))",None,False,-121.02790388529455,39.268673229848154,06057000802,,,,,,,,,
10000890,Pitchess Detention Center-North,29320 The Old Road,Castaic,CA,91384,(661) 295-8840,COUNTY,OPEN,,LOS ANGELES,06037,USA,http://shq.lasdnews.net/pages/PageDetail.aspx?id=1716,MAXIMUM,1648.0,"POLYGON ((-118.605733689158 34.4701947680741, -118.605817910668 34.4704123410568, -118.605881738252 34.4705748116782, -118.6058701334 34.4707227762352, -118.605774391575 34.470682158355, -118.605664143685 34.4707924062446, -118.6049243218 34.4704239459084, -118.604879323322 34.4703739472, -118.604866296642 34.4703775256024, -118.604587775705 34.4699713485989, -118.604306352656 34.4695129497629, -118.60423092112 34.4693562815672, -118.604422403871 34.4692837503449, -118.604381785991 34.4691996142708, -118.60412937597 34.4692721445938, -118.604109068379 34.46909807002, -118.603978511099 34.4681493572071, -118.60395820171 34.4679114541503, -118.604062647173 34.4678244159641, -118.604297649917 34.4676967598976, -118.604689319956 34.467583610795, -118.604843086939 34.4679317626408, -118.60519704121 34.4688630681761, -118.605745379446 34.4701918452775, -118.605733689158 34.4701947680741))",None,False,-118.60482801608542,34.46919331550016,06037920200,,,,,,,,,
10005375,Twin Towers Correctional Facility,450 Bauchet Street,Los Angeles,CA,90012,(213) 893-5100,COUNTY,OPEN,3334.0,LOS ANGELES,06037,USA,http://shq.lasdnews.net/pages/tgen1.aspx?id=as1,MAXIMUM,2000.0,"MULTIPOLYGON (((-118.229922235223 34.0583641208076, -118.230094553421 34.058319815707, -118.230213393433 34.0583272000403, -118.230427305276 34.0583985801304, -118.230492667103 34.0585462623002, -118.230168828429 34.0591788310383, -118.229999480691 34.0592477487846, -118.229898467041 34.0592428267951, -118.229651874734 34.0591566789377, -118.229580571086 34.0590016142332, -118.229922235223 34.0583641208076)), ((-118.230845026876 34.058072397823, -118.231075101335 34.0580062355993, -118.231871802642 34.0583071145817, -118.231951664238 34.0584662181415, -118.231850887109 34.0586489495894, -118.231607875903 34.0587221912762, -118.230787983778 34.0584315618671, -118.230729038614 34.0582708835944, -118.230845026876 34.058072397823)), ((-118.229767743387 34.0582336678495, -118.229764772027 34.0581745940823, -118.229770713847 34.0581549034261, -118.229943032045 34.0581007534471, -118.229999480691 34.0579899911452, -118.230638244859 34.0577807728644, -118.230801649876 34.0578398457324, -118.231057156263 34.0577561593194, -118.23111954673 34.0578915351663, -118.230777881694 34.0579924516903, -118.230694694405 34.058130289881, -118.230305493903 34.0582558199502, -118.230156943888 34.0581967470823, -118.22980042385 34.0583050479396, -118.229767743387 34.0582336678495)))",None,False,-118.23061700116907,34.058445694210576,06037206020,,1.667,,,,,,,
10002319,Napa County Jail,1125 3Rd Street,Napa,CA,94559,(707) 253-4401,COUNTY,OPEN,,NAPA,06055,USA,https://www.countyofnapa.org/251/About-Us,NOT AVAILABLE,264.0,"POLYGON ((-122.284012666651 38.2968115229335, -122.284086497394 38.2967757263187, -122.283921457409 38.2967370770545, -122.283903542015 38.2967224549774, -122.283878871812 38.2966958332461, -122.283910116059 38.2965755678082, -122.284271812594 38.2963862677121, -122.284377023381 38.2963312049212, -122.284464340357 38.2964137590878, -122.284459990336 38.2964572529999, -122.284464098439 38.2964655690308, -122.28443100069 38.2965550533731, -122.284448463726 38.296580453825, -122.284504173129 38.296546714859, -122.284515665565 38.296569984817, -122.284759282015 38.2968676649108, -122.284267423902 38.2971193599706, -122.284019183139 38.2968168406247, -122.284012666651 38.2968115229335))",None,False,-122.2843068502495,38.296730767207286,06055200202,,,,,,,,,
